iter	MAP:top=5
2924	0.9414811572
2925	0.9415461898
2926	0.9415461898
2927	0.9414461397
2928	0.9415461898
2929	0.9416612473
2930	0.9416612473
2931	0.9416612473
2932	0.9416812573
2933	0.9417813073
2934	0.9418813573
2935	0.9418346673
2936	0.9417846423
2937	0.9418096548
2938	0.9417296148
2939	0.9418296648
2940	0.9419297149
2941	0.9420297649
2942	0.9419297149
2943	0.9418296648
2944	0.9421098049
2945	0.9421298149
2946	0.9420297649
2947	0.9421098049
2948	0.9421098049
2949	0.9422098549
2950	0.9422098549
2951	0.9422098549
2952	0.9421098049
2953	0.9422098549
2954	0.9422098549
2955	0.942309905
2956	0.942309905
2957	0.942409955
2958	0.942409955
2959	0.942389945
2960	0.942590045
2961	0.942610055
2962	0.942389945
2963	0.9424149575
2964	0.9423149075
2965	0.9423149075
2966	0.942510005
2967	0.942309905
2968	0.942610055
2969	0.94260005
2970	0.94260005
2971	0.94258004
2972	0.94247999
2973	0.9425050025
2974	0.9427051026
2975	0.9427051026
2976	0.9426250625
2977	0.942690095
2978	0.942690095
2979	0.942690095
2980	0.9427501251
2981	0.9428501751
2982	0.9429552276
2983	0.9429018676
2984	0.9429468901
2985	0.9429468901
2986	0.9429468901
2987	0.9429468901
2988	0.9429468901
2989	0.9430069201
2990	0.9429068701
2991	0.9429068701
2992	0.9429068701
2993	0.9429068701
2994	0.9429068701
2995	0.9429669001
2996	0.9428068201
2997	0.9428268301
2998	0.9428068201
2999	0.9428868601
