iter	Passed	Remaining
594	152076	1637063
595	152401	1637549
596	152754	1638339
597	153153	1639614
598	153486	1640181
599	153684	1639298
600	153867	1638262
601	154073	1637477
602	154315	1637072
603	154513	1636209
604	154711	1635335
605	154899	1634366
606	155132	1633873
607	155389	1633631
608	155600	1632906
609	155813	1632207
610	155998	1631222
611	156223	1630648
612	156465	1630254
613	156693	1629711
614	156878	1628734
615	157106	1628197
616	157307	1627381
617	157558	1627089
618	157776	1626447
619	157967	1625540
620	158166	1624708
621	158378	1624019
622	158637	1623804
623	158841	1623038
624	159063	1622449
625	159292	1621932
626	159538	1621597
627	159733	1620736
628	159931	1619912
629	160149	1619290
630	160363	1618628
631	160582	1618024
632	160783	1617233
633	160986	1616470
634	161207	1615884
635	161392	1614944
636	161638	1614604
637	161857	1614011
638	162057	1613218
639	162262	1612484
640	162465	1611732
641	162699	1611284
642	162907	1610581
643	163104	1609771
644	163348	1609429
645	163615	1609306
646	164260	1612901
647	165084	1618236
648	165464	1619203
649	166467	1626258
650	167358	1632191
651	168330	1638898
652	169023	1642868
653	169789	1647528
654	170483	1651476
655	170801	1651775
656	171053	1651438
657	171321	1651251
658	171578	1650955
659	171826	1650580
660	172034	1649815
661	172381	1650387
662	172594	1649669
663	172868	1649536
664	173080	1648821
665	173310	1648269
666	173590	1648202
667	173822	1647667
668	174055	1647153
669	174318	1646916
670	174742	1648203
671	174971	1647645
672	175213	1647215
673	175475	1646971
674	175814	1647443
675	176166	1648042
676	176469	1648175
677	176764	1648240
678	177226	1649849
679	177619	1650812
680	177912	1650849
681	178270	1651486
682	178826	1653947
683	179392	1656492
684	179806	1657631
685	180324	1659724
686	180730	1660772
687	181156	1662001
688	181915	1666282
689	182534	1669265
690	183142	1672139
691	183456	1672321
692	184030	1674864
693	184615	1677499
694	185134	1679530
695	185735	1682297
696	186248	1684251
697	186573	1684510
698	186858	1684396
699	187183	1684650
700	187604	1685763
701	187932	1686037
702	188142	1685253
703	188593	1686626
704	188963	1687272
705	189231	1687004
706	189691	1688442
707	189941	1688015
708	190259	1688183
709	190958	1691729
710	191464	1693557
711	191867	1694466
712	192189	1694659
713	192523	1694960
714	192810	1694843
715	193014	1694000
716	193486	1695503
717	194024	1697577
718	194623	1700180
719	195235	1702888
720	195781	1705013
721	196356	1707380
722	196904	1709502
723	197548	1712454
724	197952	1713316
725	198204	1712856
726	198438	1712246
727	198835	1713043
728	199095	1712654
729	199289	1711708
730	199615	1711889
731	200046	1712964
732	200447	1713789
733	200735	1713634
734	201064	1713832
735	201332	1713515
736	201644	1713568
737	202116	1714980
738	202844	1718555
739	203594	1722296
740	204011	1723221
741	204220	1722387
742	204597	1722973
743	204883	1722779
744	205223	1723054
745	205558	1723276
746	205914	1723672
747	206450	1725571
